id	broker_name	collected_by	center_name
1897		County of San Luis Obispo Public Health Laboratory	SUB9283260
1898		CA DPH Viral and Rickettsial Disease Laboratory	SUB9283265
1899		Contra Costa County Public Health Lab	SUB9283265
1900		Alameda County Public Health Lab	SUB9283265
1901		CA DPH Viral and Rickettsial Disease Laboratory	SUB9283270
1902		Santa Clara County Public Health Laboratory	SUB9283270
1903		Alameda County Public Health Lab	SUB9283270
1904		Fresno County Public Health Laboratory	SUB9283270
1905		Utah Public Health Laboratory	SUB9283688
1906		CDPHE	SUB9284400
1907		South Dakota Public Health Laboratory	SUB9290655
1908		Massachusetts General Hospital	SUB9293939
1909		Flow Health	SUB9293939
1910		Broad Institute Clinical Research Sequencing Platform	SUB9293939
1911		Rhode Island Department of Health	SUB9293939
1912		Warrior Diagnostics Laboratory	SUB9293939
1913		Texas Department of State Health Services	SUB9294601
1914			SUB9295536
1915			SUB9295871
1916		North Carolina State Laboratory of Public Health	SUB9300327
1917		Texas Department of State Health Services	SUB9300341
1918		New Mexico Department of Health Scientific Laboratory	SUB9300672
1919			SUB9301602
1920		Oregon State Public Health Laboratory	SUB9302212
1921		Texas Department of State Health Services	SUB9307364
1922		Delaware Public Health Lab	SUB9307722
1923		National Health Laboratory service	SUB9310491
1924		National Health Service Laboratory	SUB9311242
1925		Texas Department of State Health Services	SUB9312243
1926		New Mexico Department of Health Scientific Laboratory	SUB9312282
1927		National Health Service Laboratory	SUB9314943
1928		South Dakota Public Health Laboratory	SUB9316527
1929		Texas Department of State Health Services	SUB9320591
1930		South Dakota Public Health Laboratory	SUB9321340
1931		CDPHE	SUB9322464
1932			SUB9326886
1933		Arizona Department of Health Services	SUB9334481
1934		California Department of Public Health	SUB9334481
1935		IL Department of Public Health Chicago Laboratory	SUB9334481
1936		Institut fur Mikrobiologie der Bundeswehr, Munich	SUB9334481
1937		Singapore General Hospital	SUB9334481
1938		MSHS Clinical Microbiology Laboratories	SUB9334481
1939		Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	SUB9334481
1940		Pathogen Genomics Center, National Institute of Infectious Diseases	SUB9334481
1941		UCSD EXCITE	SUB9334481
1942		NHLS-IALCH	SUB9334481
1943		Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut	SUB9334481
1944		NHSGGC / MRC-University of Glasgow Centre for Virus Research	SUB9334481
1945		Virology Laboratory, INMI L. Spallanzani	SUB9334481
1946		Public Health Ontario	SUB9334481
1947		Laboratory of Molecular Virology, Pontificia Universidad Catolica de Chile	SUB9334481
1948		California Department of Health	SUB9334481
1949		Wisconsin Department of Health Services	SUB9334481
1950		Hong Kong Department of Health	SUB9334481
1951		Providence Regional Medical Center	SUB9334481
1952		Utah Public Health Laboratory	SUB9337167
1953		Swedish Medical Center, Seattle, WA, USA	SUB9337305
1954		Texas Department of State Health Services	SUB9337358
1955		Texas Department of State Health Services	SUB9338645
1956			SUB9346401
1957		Texas Department of State Health Services	SUB9357199
1958		New Mexico Department of Health Scientific Laboratory	SUB9359895
1959		INIS	SUB9362942
1960		CLINICA GIRASSOL	SUB9362942
1961			SUB9363792
1962		Texas Department of State Health Services	SUB9364011
1963		Texas Department of State Health Services	SUB9365029
1964			SUB9365177
1965		National Health Laboratory service	SUB9369249
1966		South Dakota Public Health Laboratory	SUB9371282
1967		Mount Sinai Health System Clinical Microbiology Laboratories and Pathogen Surveillance Program	SUB9374988
1968		Diagnosticos do Brasil	SUB9377361
1969		Delaware Public Health Lab	SUB9382334
1970		Texas Department of State Health Services	SUB9382472
1971		AIDS Vaccine Research Laboratory	SUB9382653
1972		AIDS Vaccine Research Laboratory	SUB9384752
1973		National Health Laboratory service	SUB9388600
1974		Africa Centres for Disease Control and Prevention	SUB9389127
1975			SUB9390799
1976		New Mexico Department of Health Scientific Laboratory	SUB9391102
1977		Texas Department of State Health Services	SUB9391227
1978		UWHC	SUB9391230
1979		Broad Institute Clinical Research Sequencing Platform	SUB9391447
1980		Rhode Island Department of Health	SUB9391453
1981		Broad Institute Clinical Research Sequencing Platform	SUB9391455
1982		Massachusetts General Hospital	SUB9391455
1983		Rhode Island Department of Health	SUB9391455
1984		Warrior Diagnostics Laboratory	SUB9391455
1985		Flow Health	SUB9391455
1986		National Health Service Laboratory	SUB9394951
1987		National Health Service Laboratory	SUB9394992
1988		Texas Department of State Health Services	SUB9395633
1989		Public Health England	SUB9404583
1990		Monash Medical Centre	SUB9404583
1991		Texas Department of State Health Services	SUB9412041
1992		National Health Laboratory service	SUB9413225
1993		Central Research Institute of Epidemiology	SUB9419863
1994		Virginia DCLS	SUB9421116
1995		Virginia DCLS	SUB9421123
1996		Virginia DCLS	SUB9421132
1997		Virginia DCLS	SUB9421137
1998		Virginia DCLS	SUB9421219
1999		Virginia DCLS	SUB9421311
2000		Virginia Division of Consolidated Laboratory Services	SUB9421369
2001		Virginia Division of Consolidated Laboratory Services	SUB9421382
2002		Virginia DCLS	SUB9429557
2003		Virginia DCLS	SUB9429563
2004		Texas Department of State Health Services	SUB9429749
2005		TRACE OSU	SUB9430266
2006		Virginia DCLS	SUB9430325
2007		Virginia Division of Consolidated Laboratory Services	SUB9430397
2008		Virginia Division of Consolidated Laboratory Services	SUB9430402
2009		NYU Langone Health	SUB9430498
2010		Virginia Division of Consolidated Laboratory Services	SUB9430500
2011		Virginia Division of Consolidated Laboratory Services	SUB9430523
2012		Virginia DCLS	SUB9430638
2013		Utah Public Health Laboratory	SUB9431049
2014		Institute of Virology - Philipps University Marburg	SUB9433846
2015		Helix	SUB9433908
2016		Helix	SUB9434168
2017		Helix	SUB9434171
2018		Helix	SUB9435574
2019		Helix	SUB9435576
2020		Helix	SUB9435579
2021		National Health Service Laboratory	SUB9442342
2022		Africa Centres for Disease Control and Prevention	SUB9442458
2023		New Mexico Department of Health Scientific Laboratory	SUB9443579
2024		Texas Department of State Health Services	SUB9444030
2025		Africa Centres for Disease Control and Prevention	SUB9447060
2026		Africa Centers for Disease Control and Prevention	SUB9447098
2027		Utah Public Health Laboratory	SUB9448428
2028		Massachusetts General Hospital	SUB9448693
2029		Beth Israel Deaconess Hospital	SUB9448693
2030		Brigham and Women&apos;s Hospital	SUB9448693
2031		Delaware Public Health Lab	SUB9449152
2032		Rhode Island Department of Health	SUB9450013
2033		Broad Institute Clinical Research Sequencing Platform	SUB9450013
2034		Flow Health	SUB9450013
2035		New Mexico Department of Health Scientific Laboratory	SUB9450813
2036		Virginia Division of Consolidated Laboratory Services	SUB9454978
2037		Virginia Division of Consolidated Laboratory Services	SUB9455031
2038		Texas Department of State Health Services	SUB9455095
2039		Virginia Division of Consolidated Laboratory Services	SUB9455215
2040		Virginia Division of Consolidated Laboratory Services	SUB9455217
2041			SUB9455338
2042		CA DPH Viral and Rickettsial Disease Laboratory	SUB9455585
2043		Humboldt County Public Health Laboratory	SUB9455585
2044		Alameda County Public Health Lab	SUB9455585
2045		New Mexico Department of Health Scientific Laboratory	SUB9455838
2046		TriCore Reference Laboratories	SUB9455838
2047		CA DPH Viral and Rickettsial Disease Laboratory	SUB9455879
2048		County of San Luis Obispo Public Health Laboratory	SUB9455879
2049		Santa Clara County Public Health Laboratory	SUB9455879
2050		Alameda County Public Health Lab	SUB9455879
2051		Orange County Public Health Lab	SUB9455879
2052		Nihad Al-Rashedi	SUB9456088
2053		CA DPH Viral and Rickettsial Disease Laboratory	SUB9456293
2054		Contra Costa County Public Health Lab	SUB9456293
2055		Alameda County Public Health Lab	SUB9456293
2056		Santa Clara County Public Health Laboratory	SUB9456293
2057		CA DPH Viral and Rickettsial Disease Laboratory	SUB9456917
2058		Contra Costa County Public Health Lab	SUB9456917
2059		County of San Luis Obispo Public Health Laboratory	SUB9456917
2060		Humboldt County Public Health Laboratory	SUB9456917
2061		Santa Clara County Public Health Laboratory	SUB9456917
2062		Orange County Public Health Lab	SUB9456917
2063		Monash Medical Centre	SUB9458647
2064		Contra Costa County Public Health Lab	SUB9460627
2065		CA DPH Viral and Rickettsial Disease Laboratory	SUB9460627
2066		Santa Clara County Public Health Laboratory	SUB9460627
2067		County of San Luis Obispo Public Health Laboratory	SUB9460627
2068		Orange County Public Health Lab	SUB9460627
2069		The University of Texas at Austin	SUB9462624
2070		South Dakota Public Health Laboratory	SUB9466149
2071		Texas Department of State Health Services	SUB9466455
2072		Broad Institute Clinical Research Sequencing Platform	SUB9466926
2073		Flow Health	SUB9466926
2074		Rhode Island Department of Health	SUB9466926
2075		The University of Texas at Austin	SUB9468150
2076		Quest Diagnostics Incorporated	SUB9469927
2077		Curative	SUB9470558
2078		New Mexico Department of Health Scientific Laboratory	SUB9470558
2079		TriCore Reference Laboratories	SUB9470558
2080		Texas Department of State Health Services	SUB9477308
2081		The University of Texas at Austin	SUB9478056
2082		The University of Texas at Austin	SUB9478615
2083			SUB9482478
2084		Texas Department of State Health Services	SUB9483032
2085			SUB9483055
2086		NHLS-IALCH and KRISP, Durban, South Africa	SUB9483593
2087		Victorian Infectious Diseases Reference Laboratory (VIDRL), Melbourne, Australia	SUB9483593
2088		Swedish Medical Center, Seattle, WA, USA	SUB9483751
2089		Africa Centres for Disease Control and Prevention	SUB9487959
2090		Africa Centres for Disease Control and Prevention	SUB9488338
2091		National Health Laboratory Service	SUB9488413
2092		The University of Texas at Austin	SUB9488685
2093		Texas Department of State Health Services	SUB9489125
2094		The University of Texas at Austin	SUB9497554
2095		Central Research Institute of Epidemiology	SUB9498267
2096		National Health Laboratory Service	SUB9500001
2097			SUB9501205
2098		BEI Resources/American Type and Culture Collection (ATCC)	SUB9505965
2099		Accugenomics	SUB9505965
2100		Texas Department of State Health Services	SUB9506163
2101		Texas Department of State Health Services	SUB9508144
2102		The University of Texas at Austin	SUB9509104
2103		CURATIVE	SUB9509192
2104		NIMHANS	SUB9510975
2105			SUB9514057
2106		ICPMR	SUB9514832
2107		Infectious Disease Clinical Research Program (IDCRP)	SUB9515037
2108		Baylor College of Medicine, Houston	SUB9515097
2109		NIMHANS	SUB9519529
2110		NIMHANS	SUB9521318
2111		NIMHANS	SUB9521540
2112		North Carolina State Laboratory of Public Health	SUB9522113
2113		New Mexico Department of Health Scientific Laboratory Division	SUB9523306
2114		The University of Texas at Austin	SUB9523370
2115		NIMHANS	SUB9523590
2116		North Carolina State Laboratory of Public Health	SUB9529368
2117		North Carolina State Laboratory of Public Health	SUB9530023
2214		Sao Rafael Hospital	SUB9616808
2118		New Mexico Department of Health Scientific Laboratory	SUB9530180
2119		The University of Texas at Austin	SUB9530182
2120		New Mexico Department of Health Scientific Laboratory Division	SUB9530868
2121		Broad Institute Clinical Research Sequencing Platform	SUB9531228
2122		Broad Institute Clinical Research Sequencing Platform	SUB9531282
2123		Massachusetts General Hospital	SUB9531282
2124		Rhode Island Department of Health	SUB9531282
2125		Warrior Diagnostics Laboratory	SUB9531282
2126		BIOQUAL	SUB9531347
2127		Jessa hospital	SUB9537352
2128		The University of Texas at Austin	SUB9538684
2129		Delaware Public Health Lab	SUB9540964
2130		The University of Texas at Austin	SUB9542995
2131		Broad Institute Clinical Research Sequencing Platform	SUB9545731
2132		Rhode Island Department of Health	SUB9545737
2133		Texas Department of State Health Services	SUB9547144
2134			SUB9547158
2135		Texas Department of State Health Services	SUB9547222
2136		Broad Institute Clinical Research Sequencing Platform	SUB9547770
2137		Curative	SUB9551728
2138		TRACE OSU	SUB9551821
2139		Wits VIDA Research Unit	SUB9554569
2140		Broad Institute Clinical Research Sequencing Platform	SUB9555245
2141		New Mexico Department of Health Scientific Laboratory	SUB9556744
2142		PHS/IHS Hospital-Jicarilla Service Unit	SUB9556744
2143		San Juan Regional Medical Center	SUB9556744
2144		Sierra Vista Hospital	SUB9556744
2145		Holy Cross Hospital	SUB9556744
2146		South Dakota Public Health Laboratory	SUB9557256
2147		Texas Department of State Health Services	SUB9557747
2148		UW Medicine	SUB9557807
2149		Zheen International Hospital / Genetics Department	SUB9572012
2150		Broad Institute Clinical Research Sequencing Platform	SUB9572417
2151		AFRIMS	SUB9573213
2152		Pro-Vitam Diagnostics and Research Laboratory	SUB9574169
2153		Wits VIDA Research Unit	SUB9574240
2154		Texas Department of State Health Services	SUB9574527
2155		Utah Public Health Laboratory	SUB9581020
2156		Zheen International Hospital / Genetics Department	SUB9582193
2157		Broad Institute Clinical Research Sequencing Platform	SUB9585921
2158		Rhode Island Department of Health	SUB9585949
2159		Broad Institute Clinical Research Sequencing Platform	SUB9585949
2160		Warrior Diagnostics Laboratory	SUB9585949
2161		Flow Health	SUB9585949
2162		Texas Department of State Health Services	SUB9586292
2163		Contra Costa County Public Health Lab	SUB9588001
2164		CA DPH Viral and Rickettsial Disease Laboratory	SUB9588001
2165		Santa Clara County Public Health Laboratory	SUB9588001
2166		Alameda County Public Health Lab	SUB9588001
2167		Alameda County Public Health Lab	SUB9588005
2168		CA DPH Viral and Rickettsial Disease Laboratory	SUB9588005
2169		County of San Luis Obispo Public Health Laboratory	SUB9588005
2170		San Joaquin County Public Health Lab	SUB9588005
2171		Orange County Public Health Lab	SUB9588005
2172		Alameda County Public Health Lab	SUB9588010
2173		Orange County Public Health Lab	SUB9588010
2174		County of San Luis Obispo Public Health Laboratory	SUB9588010
2175		Santa Clara County Public Health Laboratory	SUB9588010
2176		Humboldt County Public Health Laboratory	SUB9588010
2177		California Institute of Technology	SUB9588010
2178		County of San Luis Obispo Public Health Laboratory	SUB9588018
2179		CA DPH Viral and Rickettsial Disease Laboratory	SUB9588018
2180		Santa Clara County Public Health Laboratory	SUB9588018
2181		CA DPH Viral and Rickettsial Disease Laboratory	SUB9588024
2182		Contra Costa County Public Health Lab	SUB9588024
2183		Humboldt County Public Health Laboratory	SUB9588024
2184		Santa Clara County Public Health Laboratory	SUB9588024
2185		County of San Luis Obispo Public Health Laboratory	SUB9588024
2186		Humboldt County Public Health Laboratory	SUB9588025
2187		National Health Laboratory service	SUB9594145
2188		Africa Centres for Disease Control and Prevention	SUB9594192
2189		Africa Centres for Disease Control and Prevention	SUB9594216
2190		Africa Centres for Disease Control and Prevention	SUB9594225
2191			SUB9594608
2192		South Dakota Public Health Laboratory	SUB9595234
2193		Broad Institute Clinical Research Sequencing Platform	SUB9598373
2194		Texas Department of State Health Services	SUB9599184
2195		Instituto de Medicina Tropical Alexander Von Humboldt, Universidad Peruana Cayetano Heredia	SUB9601124
2196		Laboratorio de Referencia Nacional de Virus Respiratorios, Instituto Nacional de Salud Peru	SUB9601124
2197		State-level VRDL, BMCRI	SUB9602432
2198		New Mexico Department of Health Scientific Laboratory	SUB9604399
2199		New Mexico Department of Health Scientific Laboratory	SUB9604402
